PL06041607_1	PL06041607_0
1835	1995.82959808645
1826	1995.8199608535
1829	1995.80711135434
1823	1995.79747433856
1837	1995.78783741586
1810	1995.77498833036
1819	1995.76535162481
1825	1995.75571501233
1826	1995.74286634046
1820	1995.73322994513
1820	1995.72038156279
1832	1995.7107453846
1816	1995.70110929948
1818	1995.68826133073
1816	1995.67862546274
1822	1995.6689896878
1818	1995.65614213263
1820	1995.64650657482
1813	1995.63687111005
1803	1995.62402396844
1815	1995.61438872079
1815	1995.60154186865
1811	1995.59190683811
1804	1995.5822719006
1809	1995.56942546199
1810	1995.55979074158
1810	1995.5501561142
1799	1995.5373100891
1805	1995.52767567881
1816	1995.51804136155
1824	1995.50519574993
1811	1995.49556164974
1809	1995.48271632755
1809	1995.47308244443
1806	1995.46344865434
1809	1995.45060374559
1826	1995.44097017255
1823	1995.43133669254
1816	1995.41849219722
1832	1995.40885893425
1819	1995.3992257643
1809	1995.38638168239
1821	1995.37674872947
1811	1995.36711586957
1821	1995.35427220104
1808	1995.34463955816
1818	1995.331796179
1802	1995.32216375314
1810	1995.31253142028
1818	1995.29968845447
1807	1995.29005633862
1810	1995.28042431577
1814	1995.26758176329
1824	1995.25794995744
1823	1995.24831824458
1818	1995.23547610542
1824	1995.22584460955
1818	1995.2130027597
1818	1995.2033714808
1809	1995.19374029489
1820	1995.18089885832
1830	1995.17126788938
1819	1995.16163701342
1806	1995.14879599012
1814	1995.13916533112
1814	1995.1295347651
1827	1995.11669415503
1822	1995.10706380596
1812	1995.09422348515
1811	1995.08459335302
1824	1995.07496331385
1822	1995.06212340625
1821	1995.05249358402
1826	1995.04286385475
1824	1995.03002436034
1822	1995.02039484799
1820	1995.0107654286
1815	1994.99792634736
1826	1994.98829714488
1822	1994.97866803536
1835	1994.96582936726
1831	1994.95620047464
1823	1994.94336209574
1827	1994.93373342
1821	1994.92410483722
1823	1994.91126687143
1820	1994.90163850552
1816	1994.89201023257
1811	1994.87917267987
1816	1994.86954462378
1813	1994.85991666063
1821	1994.84707952101
1810	1994.83745177472
1814	1994.82461492424
1816	1994.8149873948
1810	1994.8053599583
1812	1994.79252352086
1817	1994.78289630119
1817	1994.77326917446
1832	1994.76043315004
1815	1994.75080624014
1819	1994.74117942316
1814	1994.72834381174
1803	1994.71871721158
1812	1994.70588188924
1812	1994.6962555059
1829	1994.68662921547
1811	1994.6737943061
1815	1994.66416823248
1814	1994.65454225177
1814	1994.64170775534
1822	1994.63208199142
1812	1994.62245632041
1814	1994.60962223692
1807	1994.59999678268
1817	1994.59037142136
1812	1994.57753775077
1813	1994.56791260621
1827	1994.55507922464
1803	1994.54545429685
1816	1994.53582946195
1822	1994.52299649326
1817	1994.51337187512
1819	1994.50374734986
1814	1994.49091479402
1808	1994.48129048551
1813	1994.47166626989
1812	1994.45883412688
1802	1994.44921012799
1811	1994.43637827395
1804	1994.42675449179
1810	1994.4171308025
1809	1994.40429936126
1805	1994.39467588869
1808	1994.385052509
1801	1994.37222148054
1802	1994.36259831754
1799	1994.35297524742
1808	1994.34014463172
1805	1994.33052177829
1803	1994.31769145151
1814	1994.30806881477
1804	1994.29844627089
1813	1994.28561635683
1817	1994.27599402963
1801	1994.26637179528
1804	1994.25354229393
1816	1994.24392027625
1809	1994.23429835143
1811	1994.22146926276
1811	1994.21184755459
1815	1994.20222593927
1809	1994.18939726327
1799	1994.17977586459
1814	1994.16694747745
1805	1994.15732629541
1804	1994.14770520621
1797	1994.13487723169
1808	1994.12525635912
1808	1994.11563557939
1809	1994.10280801749
1817	1994.09318745437
1811	1994.08356698408
1814	1994.07073983477
1797	1994.06111958109
1817	1994.04829272058
1797	1994.0386726835
1804	1994.02905273924
1805	1994.01622629129
1800	1994.00660656362
1810	1993.99698692878
1803	1993.98416089337
1815	1993.9745414751
1809	1993.96492214964
1800	1993.95209652675
1811	1993.94247741786
1815	1993.92965208372
1809	1993.92003319139
1796	1993.91041439187
1800	1993.89758947021
1803	1993.88797088724
1803	1993.87835239708
1811	1993.86552788789
1810	1993.85590961426
1803	1993.84629143343
1806	1993.83346733668
1809	1993.82384937239
1805	1993.81423150088
1803	1993.80140781656
1803	1993.79179016157
1804	1993.77896676593
1805	1993.76934932746
1810	1993.75973198177
1815	1993.74690899852
1808	1993.73729186934
1808	1993.72767483293
1809	1993.71485226206
1808	1993.70523544214
1807	1993.69561871501
1800	1993.68279655648
1806	1993.67318004583
1807	1993.66035817593
1808	1993.65074188175
1808	1993.64112568034
1799	1993.62830422276
1795	1993.61868823781
1803	1993.60907234563
1815	1993.59625130035
1797	1993.58663562461
1799	1993.57702004164
1797	1993.56419940864
1809	1993.55458404211
1806	1993.54176369769
1805	1993.5321485476
1807	1993.52253349025
1802	1993.50971355808
1819	1993.50009871716
1816	1993.49048396899
1808	1993.47766444904
1808	1993.46804991728
1807	1993.45843547827
1824	1993.44561637052
1802	1993.43600214791
1805	1993.42638801805
1803	1993.41356932248
1798	1993.40395540901
1796	1993.39113700196
1806	1993.38152330487
1810	1993.37190970051
1807	1993.35909170561
1804	1993.34947831763
1810	1993.33986502237
1794	1993.32704743961
1800	1993.31743436071
1799	1993.30782137454
1798	1993.29500420389
1794	1993.28539143407
1791	1993.27257455189
1803	1993.26296199842
1789	1993.25334953766
1793	1993.24053306755
1784	1993.23092082313
1790	1993.22130867143
1783	1993.20849261337
1786	1993.19888067799
1783	1993.18926883532
1788	1993.1764531893
1783	1993.16684156294
1783	1993.15402620534
1787	1993.14441479529
1788	1993.13480347794
1786	1993.12198853233
1783	1993.11237743128
1780	1993.10276642292
1785	1993.08995188931
1779	1993.08034109723
1786	1993.07073039785
1785	1993.0579162762
1785	1993.04830579309
1783	1993.03869540268
1787	1993.02588169297
1786	1993.01627151881
1782	1993.00345809745
1782	1992.99384813956
1784	1992.98423827434
1791	1992.97142526489
1784	1992.96181561592
1791	1992.95220605963
1786	1992.93939346207
1783	1992.92978412201
1784	1992.92017487463
1785	1992.90736268894
1781	1992.89775365778
1783	1992.88494176038
1791	1992.87533294545
1781	1992.86572422317
1788	1992.85291273761
1787	1992.84330423155
1786	1992.83369581814
1785	1992.8208847444
1783	1992.81127654719
1784	1992.80166844263
1786	1992.78885778068
1787	1992.77924989232
1785	1992.76643951862
1787	1992.75683184643
1783	1992.74722426689
1783	1992.73441430495
1788	1992.72480694159
1790	1992.71519967086
1788	1992.70239012066
1783	1992.6927830661
1784	1992.68317610417
1788	1992.67036696569
1780	1992.66076021991
1787	1992.65115356677
1780	1992.63834484
1783	1992.62873840299
1784	1992.6159299644
1784	1992.60632374353
1783	1992.59671761528
1787	1992.58390958836
1790	1992.57430367623
1790	1992.56469785672
1784	1992.55189024145
1782	1992.54228463806
1782	1992.53267912728
1783	1992.51987192364
1789	1992.51026662896
1783	1992.49745971345
1777	1992.48785463486
1786	1992.47824964888
1784	1992.46544314497
1790	1992.45583837507
1787	1992.44623369778
1785	1992.43342760545
1787	1992.42382314423
1781	1992.41421877561
1791	1992.40141309483
1789	1992.39180894227
1781	1992.37900354957
1792	1992.36939961307
1788	1992.35979576916
1785	1992.34699078798
1784	1992.33738716011
1782	1992.32778362484
1787	1992.31497905516
1790	1992.30537573592
1784	1992.29577250926
1786	1992.28296835106
1785	1992.27336534043
1781	1992.26376242237
1789	1992.25095867564
